Species,Genus,Family,Life Form,HimLL,HimUL,APLL,APUL,BHLL,BHUL,NPLL,NPUL,UKLL,UKUL,HPLL,HPUL,JKLL,JKUL 
Kadsura_heteroclita,Kadsura,Schisandraceae,WC,100,3100,1600,1800,100,3100,,,,,,,,
Kaempferia_rotunda,Kaempferia,Zingiberaceae,H,100,610,,,610,610,,,,,NA,NA,,
Kaisupeea_herbacea,Kaisupeea,Gesneriaceae,H,200,1000,200,1000,,,,,,,,,,
Kalanchoe_integra,Kalanchoe,Crassulaceae,H,100,1524,,,600,1200,600,1200,800,1524,700,1500,,
Kalanchoe_laciniata,Kalanchoe,Crassulaceae,H,100,100,100,300,100,300,,,,,,,,
Kalanchoe_lanceolata,Kalanchoe,Crassulaceae,H,100,2100,,,900,2100,,,,,,,,
Kalimeris_altaica,Kalimeris,Asteraceae,H,3600,4200,,,,,3600,4200,3600,4200,,,,
Kashmiria_himalaica,Kashmiria,Plantaginaceae,H,,,,,,,,,NA,NA,,,,
Kayea_floribunda,Kayea,Calophyllaceae,T,100,1000,,,100,1000,,,,,,,,
Kedarnatha_sanctuarii,Kedarnatha,Apiaceae,H,,,,,,,,,NA,NA,,,,
Kelloggia_chinensis,Kelloggia,Rubiaceae,H,3680,3680,,,3680,3680,,,,,,,,
Keraymonia_cortiformis,Keraymonia,Apiaceae,H,4800,6200,,,4800,4900,4900,6200,,,,,,
Keraymonia_nipaulensis,Keraymonia,Apiaceae,H,4300,4600,,,,,4300,4600,,,,,,
Keraymonia_pinnatifolia,Keraymonia,Apiaceae,H,4000,4000,,,4000,4000,,,,,,,,
Keraymonia_triradiata,Keraymonia,Apiaceae,H,4200,4500,,,,,4200,4500,,,,,,
Khasiaclunea_oligocephala,Khasiaclunea,Rubiaceae,T,1500,1800,1800,1800,1800,1800,,,,,,,,
Khasianthus_subsessilis,Khasianthus,Asteraceae,H,,,,,NA,NA,,,,,,,,
Kibatalia_macrophylla,Kibatalia,Apocynaceae,WC,,,,,,,,,NA,NA,,,,
Kickxia_membranacea,Kickxia,Plantaginaceae,H,1200,2175,,,1200,2175,,,,,,,,
Kickxia_papillosa,Kickxia,Plantaginaceae,H,1200,1200,,,1200,1200,,,,,,,,
Kingidium_taenialis,Kingidium,Orchidaceae,H,1000,2300,,,1000,2200,1500,2300,1650,1650,,,,
Kleinia_grandiflora,Kleinia,Asteraceae,S,100,1100,,,,,600,1100,,,,,,
Knema_cinerea,Knema,Myristicaceae,T,200,1500,200,1500,,,,,,,,,,
Knema_erratica,Knema,Myristicaceae,T,150,400,,,150,400,,,,,,,,
Knema_globularia,Knema,Myristicaceae,T,200,1000,NA,NA,,,,,,,,,,
Knema_linifolia,Knema,Myristicaceae,T,100,1500,1000,1500,100,900,,,,,,,,
Knema_tenuinervia,Knema,Myristicaceae,T,100,1500,,,100,1000,100,1500,,,,,,
Knoxia_roxburghii,Knoxia,Rubiaceae,H,1219,1219,,,,,NA,NA,1219,1219,,,,
Knoxia_sumatrensis,Knoxia,Rubiaceae,H,150,1524,150,1100,150,1100,150,1100,1219,1524,,,,
Kobresia_capillifolia,Kobresia,Cyperaceae,H,1200,5000,,,3480,3960,1200,2000,2000,5000,2000,5000,2000,5000
Kobresia_cercostachys,Kobresia,Cyperaceae,H,3900,4500,,,3900,4500,3900,4500,,,,,,
Kobresia_curticeps,Kobresia,Cyperaceae,H,2700,4110,2700,4110,2700,4110,3500,3700,,,,,,
Kobresia_curvirostris,Kobresia,Cyperaceae,H,3290,3960,,,3290,3960,,,,,,,,
Kobresia_duthiei,Kobresia,Cyperaceae,H,2800,5700,,,3920,4600,3700,5700,4200,5000,2800,3800,,
Kobresia_esbirajbhandarii,Kobresia,Cyperaceae,H,3970,4700,,,,,3970,4700,,,,,,
Kobresia_esenbeckii,Kobresia,Cyperaceae,H,2900,5600,,,3500,4270,2900,5600,3000,4000,3000,4000,,
Kobresia_filicina,Kobresia,Cyperaceae,H,,,,,NA,NA,NA,NA,,,NA,NA,,
Kobresia_fissiglumis,Kobresia,Cyperaceae,H,2900,5600,,,4250,4300,2900,5600,2900,5600,,,,
Kobresia_fragilis,Kobresia,Cyperaceae,H,2590,4270,,,2590,4270,3500,3800,,,,,,
Kobresia_gammiei,Kobresia,Cyperaceae,H,3600,4420,3660,4420,3660,4420,3600,4000,,,,,,
Kobresia_gandakiensis,Kobresia,Cyperaceae,H,1200,2000,,,NA,NA,1200,2000,,,,,,
Kobresia_harae,Kobresia,Cyperaceae,H,3720,3960,,,,,3720,3960,,,,,,
Kobresia_humilis,Kobresia,Cyperaceae,H,4877,4877,,,4877,4877,4877,4877,,,,,,
Kobresia_kanaii,Kobresia,Cyperaceae,H,5000,5000,,,,,5000,5000,,,,,,
Kobresia_kansuensis,Kobresia,Cyperaceae,H,3810,4420,,,3810,3810,3810,4420,,,,,,
Kobresia_laxa,Kobresia,Cyperaceae,H,1700,4500,,,3353,3658,3400,3800,2000,4500,3000,3600,1700,2000
Kobresia_macrantha,Kobresia,Cyperaceae,H,,,,,,,,,NA,NA,,,,
Kobresia_mallae,Kobresia,Cyperaceae,H,3550,4600,,,,,3550,4600,,,,,,
Kobresia_myosuroides,Kobresia,Cyperaceae,H,,,,,,,,,NA,NA,,,,
Kobresia_nepalensis,Kobresia,Cyperaceae,H,2900,5700,,,3700,4270,2900,5700,3500,5000,3000,4500,,
Kobresia_nitens,Kobresia,Cyperaceae,H,4000,5600,,,,,5600,5600,4000,5000,4000,5000,,
Kobresia_prainii,Kobresia,Cyperaceae,H,3350,5270,3350,5270,3350,5270,3350,5270,,,,,,
Kobresia_pygmaea,Kobresia,Cyperaceae,H,1100,5600,,,3350,4480,1100,5600,1100,5600,3000,4500,,
Kobresia_robusta,Kobresia,Cyperaceae,H,4490,4490,,,4490,4490,,,,,,,,
Kobresia_royleana,Kobresia,Cyperaceae,H,3500,5200,,,NA,NA,3500,4600,4500,5200,4500,5200,,
Kobresia_sanguinea,Kobresia,Cyperaceae,H,1600,1900,1600,1900,,,,,NA,NA,,,,
Kobresia_schoenoides,Kobresia,Cyperaceae,H,3000,5790,,,3800,5790,3500,5600,3000,5600,,,,
Kobresia_sikkimensis,Kobresia,Cyperaceae,H,3800,4600,3800,3800,3800,3800,4600,4600,,,,,,
Kobresia_uncinioides,Kobresia,Cyperaceae,H,3050,4880,3050,4880,3050,4880,3500,4400,,,,,,
Kobresia_vaginosa,Kobresia,Cyperaceae,H,4300,4877,,,4300,4877,4300,4877,,,NA,NA,,
Kobresia_vidua,Kobresia,Cyperaceae,H,3350,4530,3350,4530,3350,4530,4400,4400,,,,,,
Kobresia_woodii,Kobresia,Cyperaceae,H,3300,3300,,,3300,3300,,,,,,,,
Kochia_trichophylla,Kochia,Amaranthaceae,H,,,,,,,NA,NA,NA,NA,,,,
Koeleria_litvinowii,Koeleria,Poaceae,H,,,,,,,,,,,NA,NA,NA,NA
Koeleria_macrantha,Koeleria,Poaceae,H,1500,4000,,,,,,,2500,2500,1500,4000,1500,4000
Koelpinia_linearis,Koelpinia,Asteraceae,H,3300,4100,,,,,,,,,NA,NA,3300,4100
Koenigia_nummularifolia,Koenigia,Polygonaceae,H,3350,4900,,,3350,4570,3800,4900,3800,4900,,,,
Kohautia_coccinea,Kohautia,Rubiaceae,H,400,2700,,,,,1600,2700,400,2134,1000,2500,1000,2600
Kohautia_gracilis,Kohautia,Rubiaceae,H,100,2000,,,100,2000,1500,1500,300,1676,400,2000,,
Kohautia_nagporensis,Kohautia,Rubiaceae,H,100,,,,,,,,300,400,,,,
Korthalsella_japonica,Korthalsella,Santalaceae,S,100,2400,,,2100,2400,,,1800,2400,1500,2800,1500,2800
Krascheninnikovia_ceratoides,Krascheninnikovia,Amaranthaceae,H,2500,5500,,,,,3500,4300,2500,5500,2500,5500,,
Kydia_calycina,Kydia,Malvaceae,T,100,1400,600,1400,100,1220,100,900,300,1371,800,1200,400,1300
Kydia_glabrescens,Kydia,Malvaceae,T,800,1760,800,1200,1760,1760,1760,1760,,,,,,
Kyllinga_gracillima,Kyllinga,Cyperaceae,H,100,2900,,,100,2870,2600,2900,,,,,,
Kyllinga_nemoralis,Kyllinga,Cyperaceae,H,100,1500,100,1000,100,1100,100,1200,300,1500,,,400,1500
Kyllinga_odorata,Kyllinga,Cyperaceae,H,100,2130,,,100,2130,1100,2000,1100,2000,,,,
Kyllinga_squamulata,Kyllinga,Cyperaceae,H,2000,3000,,,2300,3000,2600,2600,2000,2000,2000,2000,,
Kyllinga_tenuifolia,Kyllinga,Cyperaceae,H,1000,1000,,,1000,1000,,,NA,NA,,,,
Lactuca_bracteata,Lactuca,Asteraceae,H,2130,3650,,,2130,3650,2200,3600,,,,,,
Lactuca_brunoniana,Lactuca,Asteraceae,H,2000,3800,,,2300,3700,2300,3800,2286,3500,2000,3800,2200,3100
Lactuca_decipiens,Lactuca,Asteraceae,H,2700,2900,,,,,,,NA,NA,NA,NA,2700,2900
Lactuca_dolichophylla,Lactuca,Asteraceae,H,100,3600,,,850,850,1700,2500,2000,3000,1500,2300,3600,3600
Lactuca_filicina,Lactuca,Asteraceae,H,,,,,,,,,NA,NA,,,,
Lactuca_hookeri,Lactuca,Asteraceae,H,1200,2000,1200,2000,,,,,,,,,,
Lactuca_indica,Lactuca,Asteraceae,H,100,2000,100,2000,100,2000,,,,,,,,
Lactuca_laevigata,Lactuca,Asteraceae,H,3200,3400,,,,,,,,,,,3200,3400
Lactuca_lahulensis,Lactuca,Asteraceae,H,,,,,,,,,NA,NA,,,,
Lactuca_lessertiana,Lactuca,Asteraceae,H,2700,5100,,,2700,5100,3200,5000,3658,4878,3658,4878,3200,4800
Lactuca_longifolia,Lactuca,Asteraceae,H,100,3000,,,,,NA,NA,1219,1676,2000,3000,2100,2800
Lactuca_macrorhiza,Lactuca,Asteraceae,H,1500,4000,,,2750,3650,2750,3650,2134,4000,1500,3500,,
Lactuca_obtusa,Lactuca,Asteraceae,H,1219,1676,,,,,,,1219,1676,,,,
Lactuca_orientalis,Lactuca,Asteraceae,H,100,,,,,,,,,,400,400,,
Lactuca_rapunculoides,Lactuca,Asteraceae,H,,,,,,,NA,NA,NA,NA,NA,NA,,
Lactuca_sikkimensis,Lactuca,Asteraceae,H,1800,2500,,,,,,,1800,2500,1800,2500,,
Lactuca_tatarica,Lactuca,Asteraceae,H,2900,3100,,,,,,,,,,,2900,3100
Lactuca_violifolia,Lactuca,Asteraceae,H,2300,3600,,,2300,3600,,,,,NA,NA,,
Lagenandra_undulata,Lagenandra,Araceae,H,1200,1200,1200,1200,,,,,,,,,,
Lagerstroemia_minuticarpa,Lagerstroemia,Lythraceae,T,1200,1500,1200,1500,1200,1500,,,,,,,,
Lagerstroemia_parviflora,Lagerstroemia,Lythraceae,T,100,914,100,800,100,900,100,800,300,914,,,,
Lagerstroemia_speciosa,Lagerstroemia,Lythraceae,T,100,1300,600,1000,100,1300,1300,1300,1300,1300,,,,
Laggera_alata,Laggera,Asteraceae,H,100,3500,2000,3500,1650,1700,800,2500,1000,1067,1800,2300,,
Laggera_crispata,Laggera,Asteraceae,H,100,2000,1200,2000,600,1050,,,NA,NA,400,900,,
Laggera_pterodonta,Laggera,Asteraceae,H,1000,1600,,,,,1000,1400,1219,1600,1219,1600,,
Lagopsis_marrubiastrum,Lagopsis,Lamiaceae,H,4800,4800,,,,,,,4800,4800,4800,4800,4800,4800
Lagotis_blatteri,Lagotis,Plantaginaceae,H,,,,,,,,,,,NA,NA,,
Lagotis_cashmeriana,Lagotis,Plantaginaceae,H,3000,4000,,,,,,,,,3000,4000,3200,4000
Lagotis_chumbica,Lagotis,Plantaginaceae,H,4420,4877,,,4420,4877,,,,,,,,
Lagotis_clarkei,Lagotis,Plantaginaceae,H,3800,4870,,,3800,4870,3800,4500,,,,,,
Lagotis_crassifolia,Lagotis,Plantaginaceae,H,4575,4880,,,4575,4880,,,,,,,,
Lagotis_kunawurensis,Lagotis,Plantaginaceae,H,2700,5600,,,2700,4900,3900,5600,4500,5000,4500,4800,,
Lagotis_nepalensis,Lagotis,Plantaginaceae,H,5700,5700,,,,,5700,5700,,,,,,
Lagotis_pharica,Lagotis,Plantaginaceae,H,4570,4570,,,4570,4570,,,,,,,,
Lalldhwojia_cooperi,Lalldhwojia,Apiaceae,H,,,,,,,,,NA,NA,,,,
Lalldhwojia_staintonii,Lalldhwojia,Apiaceae,H,3200,4000,,,3200,3700,3700,4000,,,,,,
Lallemantia_royleana,Lallemantia,Lamiaceae,S,,,,,,,,,NA,NA,,,,
Lamium_album,Lamium,Lamiaceae,H,1500,4000,,,,,1500,3700,1500,4000,2000,3500,1650,3000
Lamium_amplexicaule,Lamium,Lamiaceae,H,400,4270,1500,2000,2740,4270,1200,3700,1800,4000,1800,2500,400,1800
Lancea_tibetica,Lancea,Mazaceae,H,3300,5270,,,3800,5270,3300,4400,3300,4400,3300,4400,3300,3300
Lannea_coromandelica,Lannea,Anacardiaceae,T,100,2000,100,1200,100,600,100,1400,300,2000,400,1500,400,1500
Lantana_indica,Lantana,Verbenaceae,S,100,3000,100,3000,100,1500,100,1500,300,1524,,,,
Laphangium_affine,Laphangium,Asteraceae,H,100,3700,100,2500,,,600,3700,1500,2500,1200,3000,1500,2500
Laportea_bulbifera,Laportea,Urticaceae,H,100,3500,1800,3300,700,3500,1900,3300,1900,3300,,,,
Laportea_interrupta,Laportea,Urticaceae,H,100,1000,,,,,,,300,1000,400,1000,400,1000
Lappula_barbata,Lappula,Boraginaceae,H,3000,5000,,,,,,,3800,5000,3000,4000,,
Lappula_microcarpa,Lappula,Boraginaceae,H,3500,4000,,,,,3500,4000,,,NA,NA,,
Lapsana_communis,Lapsana,Asteraceae,H,1700,2600,,,,,,,,,,,1700,2600
Larsenianthus_careyanus,Larsenianthus,Zingiberaceae,H,100,1200,100,1200,,,,,,,,,,
Lasia_spinosa,Lasia,Araceae,H,100,1500,100,1500,100,290,100,300,,,,,,
Lasianthus_attenuatus,Lasianthus,Rubiaceae,S,1500,1600,1500,1600,1500,1600,1500,1500,,,,,,
Lasianthus_biermannii,Lasianthus,Rubiaceae,S,700,2400,700,2300,1500,2400,,,,,,,,
Lasianthus_hirsutus,Lasianthus,Rubiaceae,H,2800,4000,,,3048,3962,2800,4000,3000,3500,,,,
Lasianthus_hookeri,Lasianthus,Rubiaceae,S,,,NA,NA,,,,,,,,,,
Lasianthus_inodorus,Lasianthus,Rubiaceae,S,500,1500,500,1500,,,,,,,,,,
Lasianthus_japonicus,Lasianthus,Rubiaceae,S,,,NA,NA,,,,,,,,,,
Lasianthus_lancifolius,Lasianthus,Rubiaceae,S,1200,1200,1200,1200,1200,1200,,,,,,,,
Lasianthus_lucidus,Lasianthus,Rubiaceae,S,300,1000,300,1000,,,,,,,,,,
Lasianthus_sikkimensis,Lasianthus,Rubiaceae,S,750,750,750,750,750,750,,,,,,,,
Lasiocaryum_densiflorum,Lasiocaryum,Boraginaceae,H,4000,4600,,,4000,4000,4100,4600,4100,4600,,,,
Lasiocaryum_ludlowii,Lasiocaryum,Boraginaceae,H,4270,4725,,,4270,4725,4600,4600,,,,,,
Lasiocaryum_munroi,Lasiocaryum,Boraginaceae,H,3600,5100,,,3600,4570,3600,5100,3600,5100,,,,
Lasiococca_symphyllifolia,Lasiococca,Euphorbiaceae,T,100,1200,,,100,1200,,,,,,,,
Lathraea_purpurea,Lathraea,Orobanchaceae,H,3660,3970,,,3660,3970,,,,,,,,
Lathraea_squamaria,Lathraea,Orobanchaceae,H,2500,3000,,,NA,NA,,,2500,3000,2500,3000,2500,3000
Lathyrus_emodi,Lathyrus,Fabaceae,H,2000,3000,,,,,2100,3000,2439,3000,2000,3000,2000,3000
Lathyrus_humilis,Lathyrus,Fabaceae,H,2000,2500,,,,,,,NA,NA,NA,NA,2000,2500
Lathyrus_inconspicuus,Lathyrus,Fabaceae,H,1200,2000,,,,,,,NA,NA,1200,2000,1700,1800
Lathyrus_pratensis,Lathyrus,Fabaceae,HC,1700,3000,,,,,2300,3000,2000,2800,2000,2800,1700,2200
Lathyrus_sphaericus,Lathyrus,Fabaceae,H,400,2500,NA,NA,NA,NA,1300,1600,400,1800,600,2500,400,1700
Launaea_acaulis,Launaea,Asteraceae,H,100,3000,100,1500,1500,3000,1500,1600,300,800,,,,
Launaea_aspleniifolia,Launaea,Asteraceae,H,100,1000,,,NA,NA,100,400,300,1000,,,,
Launaea_procumbens,Launaea,Asteraceae,H,100,1580,,,,,100,1200,300,1500,400,2000,400,1580
Launaea_secunda,Launaea,Asteraceae,H,100,3400,,,,,1700,3400,1700,3400,1200,2800,1200,2800
Lavatera_kashmiriana,Lavatera,Malvaceae,H,500,3600,,,,,500,3600,500,3600,500,3600,1700,2800
Lecanorchis_sikkimensis,Lecanorchis,Orchidaceae,H,1980,2100,,,1980,2100,,,,,,,,
Lecanthus_peduncularis,Lecanthus,Urticaceae,H,100,3200,1200,3200,1200,2700,1200,3200,300,3000,1200,3200,1200,3200
Ledebouria_revoluta,Ledebouria,Asparagaceae,H,100,100,,,,,,,300,400,,,,
Leea_aequata,Leea,Vitaceae,S,100,1000,100,1000,100,650,100,200,,,,,,
Leea_alata,Leea,Vitaceae,S,100,1000,100,1000,100,300,100,300,300,300,,,,
Leea_asiatica,Leea,Vitaceae,S,100,2000,100,1200,100,1800,100,900,1400,2000,400,1200,400,2000
Leea_compactiflora,Leea,Vitaceae,T,100,2200,100,700,100,2200,100,300,,,,,,
Leea_erecta,Leea,Vitaceae,S,1000,1500,1000,1500,,,,,,,,,,
Leea_indica,Leea,Vitaceae,T,100,1000,100,1000,100,1000,100,200,,,,,,
Leea_macrophylla,Leea,Vitaceae,S,100,1700,100,800,100,1300,1500,1700,300,1524,,,,
Leibnitzia_nepalensis,Leibnitzia,Asteraceae,H,2000,4100,,,2500,3650,2000,4100,3000,3500,3000,3500,,
Leibnitzia_pusilla,Leibnitzia,Asteraceae,H,2200,4100,,,NA,NA,2200,4100,,,,,,
Leibnitzia_ruficoma,Leibnitzia,Asteraceae,H,3350,4300,3350,4300,3350,4300,3500,3500,,,,,,
Lemna_aequinoctialis,Lemna,Araceae,H,100,800,,,NA,NA,NA,NA,,,,,400,800
Lemna_gibba,Lemna,Araceae,H,,,,,,,,,NA,NA,NA,NA,NA,NA
Lemna_minor,Lemna,Araceae,H,100,3000,,,2350,2350,3000,3000,3000,3000,400,1700,1700,1700
Lens_himalayensis,Lens,Fabaceae,HC,,,,,,,,,,,NA,NA,,
Leontopodium_brachyactis,Leontopodium,Asteraceae,H,3000,4800,,,,,3900,4800,3000,3500,,,,
Leontopodium_haastioides,Leontopodium,Asteraceae,H,4500,4900,4550,4900,4550,4900,4500,4500,,,,,,
Leontopodium_himalayanum,Leontopodium,Asteraceae,H,3000,5500,,,3800,5500,3000,5500,3500,3500,3000,4500,3000,4500
Leontopodium_jacotianum,Leontopodium,Asteraceae,H,2700,5150,,,3050,5150,2700,4900,3500,4000,2800,4000,,
Leontopodium_leontopodium,Leontopodium,Asteraceae,H,2900,3900,,,NA,NA,,,NA,NA,,,2900,3900
Leontopodium_makianum,Leontopodium,Asteraceae,H,4000,4000,,,,,4000,4000,,,,,,
Leontopodium_monocephalum,Leontopodium,Asteraceae,H,4600,5600,,,4700,5200,4600,5600,4600,5600,,,,
Leontopodium_montisganeshii,Leontopodium,Asteraceae,H,3500,3500,,,,,3500,3500,,,,,,
Leontopodium_nanum,Leontopodium,Asteraceae,H,2300,5400,,,4900,5400,2300,4900,2300,4900,,,,
Leontopodium_nivale,Leontopodium,Asteraceae,H,2300,3000,,,,,,,NA,NA,2300,3000,,
Leontopodium_stracheyi,Leontopodium,Asteraceae,H,2200,4500,,,3950,4250,2200,4500,3506,3506,,,3100,3700
Leonurus_japonicus,Leonurus,Lamiaceae,H,100,2000,NA,NA,,,100,2000,,,,,,
Leonurus_pubescens,Leonurus,Lamiaceae,H,,,,,,,,,NA,NA,NA,NA,,
Lepechiniella_microcarpa,Lepechiniella,Boraginaceae,H,2000,2400,,,,,,,,,,,2000,2400
Lepidagathis_cuspidata,Lepidagathis,Acanthaceae,S,100,2000,,,,,100,700,300,2000,400,2000,400,2000
Lepidagathis_incurva,Lepidagathis,Acanthaceae,H,100,1650,100,1200,100,1400,100,1400,300,1600,400,1200,400,1650
Lepidagathis_purpuricaulis,Lepidagathis,Acanthaceae,H,100,1524,,,,,900,900,300,1524,400,1200,,
Lepidagathis_semiherbacea,Lepidagathis,Acanthaceae,H,100,1600,,,100,1600,100,1600,,,,,,
Lepidium_apetalum,Lepidium,Brassicaceae,H,700,4100,,,,,2600,4100,2000,2500,700,3000,,
Lepidium_capitatum,Lepidium,Brassicaceae,H,2600,5300,,,3500,3960,3600,5300,2600,4573,2600,4573,2600,4573
Lepidium_latifolium,Lepidium,Brassicaceae,H,,,,,,,,,,,NA,NA,,
Lepidium_perfoliatum,Lepidium,Brassicaceae,H,,,,,,,,,NA,NA,,,,
Lepidium_pinnatifidum,Lepidium,Brassicaceae,H,1000,2500,,,,,,,1000,2000,2200,2500,,
Lepidium_ruderale,Lepidium,Brassicaceae,H,,,,,,,,,NA,NA,,,,
Lepidostemon_pedunculosus,Lepidostemon,Brassicaceae,H,4570,4570,,,4570,4570,,,,,,,,
Lepidostemon_williamsii,Lepidostemon,Brassicaceae,H,3200,4570,,,3960,4570,3200,4200,,,,,,
Lepionurus_sylvestris,Lepionurus,Opiliaceae,T,100,1800,100,1000,100,1800,100,300,,,,,,
Lepisanthes_erecta,Lepisanthes,Sapindaceae,S,100,1800,1500,1800,,,,,,,,,,
Lepisanthes_rubiginosa,Lepisanthes,Sapindaceae,WC,100,700,,,100,700,,,,,,,,
Lepisanthes_senegalensis,Lepisanthes,Sapindaceae,WC,100,1000,100,1000,100,900,100,800,,,,,,
Lepisanthes_tetraphylla,Lepisanthes,Sapindaceae,T,100,1600,1300,1600,,,,,,,,,,
Leptadenia_reticulata,Leptadenia,Apocynaceae,WC,100,426,,,,,100,300,300,426,,,,
Leptoboea_multiflora,Leptoboea,Gesneriaceae,S,600,1400,,,600,1300,900,1400,,,,,,
Leptochloa_chinensis,Leptochloa,Poaceae,H,100,1000,,,100,1000,,,300,500,400,500,400,500
Leptochloa_panicea,Leptochloa,Poaceae,H,100,1500,,,,,,,300,1500,400,1000,400,1000
Leptodermis_amoena,Leptodermis,Rubiaceae,S,900,2100,1000,2000,900,2100,,,,,,,,
Leptodermis_kumaonensis,Leptodermis,Rubiaceae,S,2000,4500,,,2600,2850,2500,3800,2000,4500,,,,
Leptodermis_lanceolata,Leptodermis,Rubiaceae,S,1000,3500,NA,NA,NA,NA,2000,3500,1000,2500,1500,3000,1000,2500
Leptodermis_ludlowii,Leptodermis,Rubiaceae,S,2200,3000,,,2200,3000,,,,,,,,
Leptodermis_parkeri,Leptodermis,Rubiaceae,S,,,,,,,,,,,NA,NA,,
Leptodermis_riparia,Leptodermis,Rubiaceae,S,914,914,,,,,NA,NA,914,914,,,,
Leptodermis_stapfiana,Leptodermis,Rubiaceae,S,1300,3500,1300,3350,1300,3350,1400,3500,,,,,,
Leptodermis_virgata,Leptodermis,Rubiaceae,S,100,2000,NA,NA,,,,,,,1200,2000,1200,2000
Leptopus_cordifolius,Leptopus,Phyllanthaceae,S,100,2600,100,1500,,,1200,2100,609,2600,1400,2500,1600,2500
Leptopus_emicans,Leptopus,Phyllanthaceae,S,100,400,100,300,,,,,,,,,,
Leptorhabdos_parviflora,Leptorhabdos,Orobanchaceae,H,1700,3300,,,,,1700,3300,2200,2200,2000,3000,1700,2500
Leptostachya_wallichii,Leptostachya,Acanthaceae,H,800,1200,,,800,1200,,,,,,,,
Lepyrodiclis_holosteoides,Lepyrodiclis,Caryophyllaceae,H,3045,4100,,,,,3900,4100,3900,4100,3900,4100,3045,3045
Lepyrodiclis_tenera,Lepyrodiclis,Caryophyllaceae,H,,,,,,,,,,,,,NA,NA
Lespedeza_bicolor,Lespedeza,Fabaceae,HC,,,,,,,,,NA,NA,,,,
Lespedeza_elegans,Lespedeza,Fabaceae,S,1700,2000,,,,,,,,,NA,NA,1700,2000
Lespedeza_elliptica,Lespedeza,Fabaceae,S,100,600,100,600,100,600,,,,,,,,
Lespedeza_gerardiana,Lespedeza,Fabaceae,H,100,3650,2450,3650,2450,3650,2400,2600,1524,2750,1500,3000,1700,2300
Lespedeza_juncea,Lespedeza,Fabaceae,H,400,3000,1200,2550,1200,2550,1500,1800,1300,3000,600,2000,400,2000
Lespedeza_tomentosa,Lespedeza,Fabaceae,H,1500,2300,,,,,2200,2300,2200,2300,1500,2000,,
Lettsomia_thomsonii,Lettsomia,Convolvulaceae,HC,100,1371,,,,,,,300,1371,,,400,1300
Leucas_aspera,Leucas,Lamiaceae,H,100,400,,,100,300,100,300,,,,,400,400
Leucas_cephalotes,Leucas,Lamiaceae,H,100,2400,,,915,1220,100,2400,300,1500,400,1800,400,1800
Leucas_ciliata,Leucas,Lamiaceae,H,100,2740,1000,2000,915,2740,1200,2300,,,,,,
Leucas_decemdentata,Leucas,Lamiaceae,H,100,3000,100,1500,100,2700,100,2400,300,1000,1500,3000,400,3000
Leucas_hyssopifolia,Leucas,Lamiaceae,H,100,610,100,610,100,610,100,610,300,610,400,610,,
Leucas_lanata,Leucas,Lamiaceae,H,100,3000,940,2410,940,2410,700,1100,300,2500,400,3000,800,2100
Leucas_lavandulifolia,Leucas,Lamiaceae,H,100,1000,100,1000,100,1000,,,,,,,,
Leucas_nutans,Leucas,Lamiaceae,H,100,1000,,,,,,,NA,NA,400,1000,400,1000
Leucas_urticifolia,Leucas,Lamiaceae,H,100,800,,,,,,,,,,,400,800
Leucas_zeylanica,Leucas,Lamiaceae,H,100,1525,100,500,100,1525,100,1000,300,1000,400,1000,,
Leucomeris_spectabilis,Leucomeris,Asteraceae,S,400,1829,,,,,,,400,1829,500,1000,,
Leucosceptrum_canum,Leucosceptrum,Lamiaceae,S,610,6000,1000,1500,610,6000,1000,2800,1829,2439,,,,
Leucostemma_latifolium,Leucostemma,Caryophyllaceae,H,1600,3700,,,,,2600,3400,2000,3700,2000,3500,1600,3500
Leucothoe_griffithiana,Leucothoe,Ericaceae,S,2070,2070,,,2070,2070,,,,,,,,
Leycesteria_dibangalliensis,Leycesteria,Caprifoliaceae,S,1400,1600,1400,1600,,,,,,,,,,
Leycesteria_formosa,Leycesteria,Caprifoliaceae,S,1000,3658,1200,1800,1524,3658,2000,3200,1000,3000,2000,2500,2000,2500
Leycesteria_glaucophylla,Leycesteria,Caprifoliaceae,S,1000,3000,1000,1500,2400,2896,2300,3000,,,,,,
Leycesteria_gracilis,Leycesteria,Caprifoliaceae,S,1600,2750,,,1600,2750,1800,1800,,,,,,
Leycesteria_stipulata,Leycesteria,Caprifoliaceae,S,1300,2438,,,1300,2438,,,,,,,,
Leymus_secalinus,Leymus,Poaceae,H,2900,4000,,,,,2900,3400,3500,4000,3500,4000,,
Libanotis_buchtormensis,Libanotis,Apiaceae,H,,,,,,,,,NA,NA,,,,
Licuala_peltata,Licuala,Arecaceae,T,100,1830,100,500,100,1830,,,,,,,,
Licuala_spinosa,Licuala,Arecaceae,S,100,,100,300,,,,,,,,,,
Ligularia_amplexicaulis,Ligularia,Asteraceae,H,2900,4400,,,3350,4400,2900,3300,3400,4000,3000,4200,,
Ligularia_atkinsonii,Ligularia,Asteraceae,H,2300,4400,2300,4400,2300,4400,,,,,,,,
Ligularia_fischeri,Ligularia,Asteraceae,H,2150,4600,2150,3650,2150,3650,2200,4600,2200,4600,3000,4000,,
Ligularia_hookeri,Ligularia,Asteraceae,H,2450,4900,2450,4900,2450,4900,2450,4900,,,,,,
Ligularia_jacquemontiana,Ligularia,Asteraceae,H,2400,3400,,,,,,,,,NA,NA,2400,3400
